OBJECTID,ID,NAME,TELEPHONE,ADDRESS,CITY,STATE,COUNTY,X,Y
18350,10742465,GEORGIA DEPARTMENT OF NATURAL RESOURCES LAW ENFORCEMENT - PICKETTS MILL BATTLEFIELD HISTORIC SITE,770-443-7850,4432 MOUNT TABOR CHURCH ROAD,DALLAS,GA,PAULDING,-84.759105,33.9739791
18351,10836319,COCHRAN COUNTY CONSTABLE - PRECINCT 1,806-266-5211,100 NORTH MAIN STREET,MORTON,TX,COCHRAN,-102.7597152,33.7257933
18352,10026647,GARZA COUNTY CONSTABLE - PRECINCT 4,806-495-3595,412 EAST 15TH STREET,POST,TX,GARZA,-101.3753538,33.1983855
18353,10837834,CHEROKEE COUNTY CONSTABLE - PRECINCT 3,903-683-2271,272 UNDERWOOD STREET,RUSK,TX,CHEROKEE,-95.1510317,31.8089512
18354,10836310,CHEROKEE COUNTY CONSTABLE - PRECINCT 1,903-683-2271,272 UNDERWOOD STREET,RUSK,TX,CHEROKEE,-95.151031,31.8089514
18355,10025190,GRAYSON COUNTY CONSTABLE - PRECINCT 3,903-893-4388,200 SOUTH CROCKETT STREET,SHERMAN,TX,GRAYSON,-96.6105075,33.634495
18356,10836576,GARZA COUNTY CONSTABLE - PRECINCT 1,806-495-3595,412 EAST 15TH STREET,POST,TX,GARZA,-101.3753519,33.1983855
18357,10223121,BASILE POLICE DEPARTMENT / BASILE TOWN JAIL,337-432-6622,1316 SOUTH RYAN AVENUE,BASILE,LA,EVANGELINE,-92.5914862,30.4840431
18358,10222042,IOWA COUNTY SHERIFFS OFFICE / IOWA COUNTY JAIL,319-647-3202,960 FRANKLYN AVENUE,MARENGO,IA,IOWA,-92.0710831,41.7981597
18359,10222259,HANCOCK COUNTY SHERIFF OFFICE / HANCOCK COUNTY JAIL,641-923-2621,875 STATE STREET,GARNER,IA,HANCOCK,-93.6014562,43.0972535
18360,10222116,CLINTON COUNTY SHERIFFS DEPARTMENT / CLINTON COUNTY JAIL,563-242-9211,241 7TH AVENUE NORTH,CLINTON,IA,CLINTON,-90.1884156,41.8505971
18361,10740808,CRAWFORD COUNTY SHERIFF / CRAWFORD COUNTY JAIL,712-263-3577,1119 1ST AVENUE NORTH,DENISON,IA,CRAWFORD,-95.3569002,42.0175774
18362,10223344,BOAZ POLICE DEPARTMENT / BOAZ JAIL,256-593-6812,101 LINE AVENUE,BOAZ,AL,MARSHALL,-86.1647209,34.1956845
18363,10840791,TEXAS DEPARTMENT OF PUBLIC SAFETY - HIGHWAY PATROL REGION 3 DISTRICT A SERGEANT 0 AREA 4,361-782-6662,115 WEST MAIN STREET,EDNA,TX,JACKSON,-96.6469009,28.9775825
18364,10841900,CALIFORNIA HIGHWAY PATROL - MARIN 350,415-924-1100,53 SAN CLEMENTE DRIVE,CORTE MADERA,CA,MARIN,-122.5115317,37.9245734
18365,10230376,CANDLER COUNTY SHERIFFS DEPARTMENT / CANDLER COUNTY DETENTION CENTER,912-685-2568,1015 EAST HIAWATHA STREET,METTER,GA,CANDLER,-82.0414902,32.3911055
18366,10841715,PARLIER POLICE DEPARTMENT,559-646-3545,8770 SOUTH MENDOCINO AVENUE,PARLIER,CA,FRESNO,-119.5463185,36.6078056
18367,10026283,MOUNT SAINT MARYS UNIVERSITY DEPARTMENT OF PUBLIC SAFETY,301-447-6122,16300 OLD EMMITSBURG ROAD,EMMITSBURG,MD,FREDERICK,-77.3492281,39.6838512
18368,10230322,BEN HILL COUNTY SHERIFFS OFFICE / BEN HILL COUNTY JAIL,229-426-5161,255 APPOMATTOX ROAD,FITZGERALD,GA,BEN HILL,-83.2570402,31.6956861
18369,10836514,FANNIN COUNTY CONSTABLE - PRECINCT 1,903-583-2143,725 COUNTY ROAD 4200,BONHAM,TX,FANNIN,-96.1949767,33.5630101
18370,10837109,PALO PINTO COUNTY CONSTABLE - PRECINCT 3,940-659-2085,402 CEDAR STREET,PALO PINTO,TX,PALO PINTO,-98.2982783,32.7683551
18371,10837110,PALO PINTO COUNTY CONSTABLE - PRECINCT 4,940-659-2085,402 CEDAR STREET,PALO PINTO,TX,PALO PINTO,-98.298278,32.7683537
18372,10837078,NEWTON COUNTY CONSTABLE - PRECINCT 3,409-565-4667,110 EAST COURT STREET,NEWTON,TX,NEWTON,-93.7604759,30.8477962
18373,10837107,PALO PINTO COUNTY CONSTABLE - PRECINCT 1,940-659-2085,402 CEDAR STREET,PALO PINTO,TX,PALO PINTO,-98.2982735,32.768353
18374,10837108,PALO PINTO COUNTY CONSTABLE - PRECINCT 2,940-659-2085,402 CEDAR STREET,PALO PINTO,TX,PALO PINTO,-98.2982771,32.7683572
18375,10222163,WINNESHIEK COUNTY SHERIFFS OFFICE / WINNESHIEK COUNTY JAIL,563-382-4268,400 WEST CLAIBORNE DRIVE,DECORAH,IA,WINNESHIEK,-91.7893233,43.3062744
18376,10686235,MAHASKA COUNTY SHERIFFS DEPARTMENT / MAHASKA COUNTY JAIL,641-673-4322,214 HIGH AVE EAST,OSKALOOSA,IA,MAHASKA,-92.6432644,41.2950449
18377,10222064,POWESHIEK COUNTY SHERIFFS OFFICE / POWESHIEK COUNTY JAIL,641-623-5679,201 SOUTH 3RD STREET,MONTEZUMA,IA,POWESHIEK,-92.5245108,41.5842202
18378,10306052,COLBY-ABBOTSFORD POLICE DEPARTMENT,715-223-2313,203 EAST BIRCH STREET,ABBOTSFORD,WI,CLARK,-90.3182854,44.9471471
18379,10222021,WARREN COUNTY SHERIFFS OFFICE / WARREN COUNTY JAIL,515-961-1122,115 NORTH HOWARD STREET,INDIANOLA,IA,WARREN,-93.5615897,41.3608582
18380,10222237,GRUNDY COUNTY SHERIFFS OFFICE / GRUNDY COUNTY JAIL,319-824-6933,705 8TH STREET,GRUNDY CENTER,IA,GRUNDY,-92.7743707,42.3612199
18381,10027531,CITY OF HERITAGE CREEK POLICE DEPARTMENT,502-239-2336,8700 JUSTICE WAY,LOUISVILLE,KY,JEFFERSON,-85.6153352,38.0950093
18382,10770652,NEW LEXINGTON POLICE DEPARTMENT,740-342-4111,125 SOUTH MAIN STREET,NEW LEXINGTON,OH,PERRY,-82.2068814,39.7135053
18383,10306082,STOUT POLICE DEPARTMENT - UNIVERSITY OF WISCONSIN,715-232-2222,817 SOUTH BROADWAY STREET,MENOMONIE,WI,DUNN,-91.9303187,44.8752291
18384,10305450,UNIVERSITY PLACE POLICE DEPARTMENT,253-798-4058,3631 DREXLER DRIVE WEST,UNIVERSITY PLACE,WA,PIERCE,-122.534881,47.2246043
18385,10833520,WHITESTOWN POLICE DEPARTMENT,315-736-1100,8539 CLARK MILLS ROAD,WHITESBORO,NY,ONEIDA,-75.3230421,43.10725
18386,10422953,PRINCE GEORGES COUNTY POLICE - CLINTON DISTRICT,301-856-3130,6707 GROVETON DRIVE,CLINTON,MD,PRINCE GEORGES,-76.8925844,38.7321956
18387,10422939,PRINCE GEORGES COUNTY POLICE - DISTRICT 2,301-390-2100,601 SOUTH CRAIN HIGHWAY,UPPER MARLBORO,MD,PRINCE GEORGES,-76.7216368,38.8813095
18388,10422922,PRINCE GEORGES COUNTY POLICE - UPPER MARLBORO DISTRICT,301-627-6905,14211 SCHOOL LANE,UPPER MARLBORO,MD,PRINCE GEORGES,-76.7576826,38.8140107
18389,10230423,PICKENS COUNTY SHERIFFS OFFICE / PICKENS COUNTY JAIL,706-253-8900,2985 CAMP ROAD,JASPER,GA,PICKENS,-84.4475479,34.454551
18390,10027758,PROVINCETOWN HARBORMASTERS OFFICE,508-487-7030,260 COMMERCIAL STREET,PROVINCETOWN,MA,BARNSTABLE,-70.1816687,42.0495249
18391,10024697,JIM WELLS COUNTY CONSTABLE - PRECINCT 1,361-668-0341,300 NORTH CAMERON STREET,ALICE,TX,JIM WELLS,-98.0697427,27.7534327
18392,10836782,HUDSPETH COUNTY CONSTABLE - PRECINCT 4,915-369-2161,525 NORTH WILSON AVENUE,SIERRA BLANCA,TX,HUDSPETH,-105.3577246,31.1807322
18393,10836780,HUDSPETH COUNTY CONSTABLE - PRECINCT 2,915-369-2161,525 NORTH WILSON AVENUE,SIERRA BLANCA,TX,HUDSPETH,-105.3577262,31.1807332
18394,10836779,HUDSPETH COUNTY CONSTABLE - PRECINCT 1,915-369-2161,525 NORTH WILSON AVENUE,SIERRA BLANCA,TX,HUDSPETH,-105.3577256,31.1807337
18395,10837235,STEPHENS COUNTY CONSTABLE - PRECINCT 1,254-559-2481,200 WEST WALKER STREET,BRECKENRIDGE,TX,STEPHENS,-98.9045231,32.7558291
18396,10836098,AUSTIN COUNTY CONSTABLE - PRECINCT 2,979-865-3111,417 NORTH CHESLEY STREET,BELLVILLE,TX,AUSTIN,-96.2631438,29.9580639
18397,10306090,BRANDON-FAIRWATER POLICE DEPARTMENT,920-346-5555,115 NORTH CENTER STREET,BRANDON,WI,FOND DU LAC,-88.7823342,43.7353443
18398,10222008,CHICKASAW SHERIFFS OFFICE / CHICKASAW COUNTY JAIL,641-394-3121,116 NORTH CHESTNUT AVENUE,NEW HAMPTON,IA,CHICKASAW,-92.3157451,43.0605568
18399,10222075,KEOKUK COUNTY SHERIFFS DEPARTMENT / KEOKUK COUNTY JAIL,641-622-2727,204 SOUTH STONE STREET,SIGOURNEY,IA,KEOKUK,-92.2080578,41.3324415
18400,10223359,CARBON HILL POLICE DEPARTMENT / CARBON HILL CITY JAIL,205-924-4411,170 2ND AVENUE NORTHWEST,CARBON HILL,AL,WALKER,-87.528534,33.8898515
18401,10425790,WILSON POLICE DEPARTMENT - BARTON COLLEGE DISTRICT,252-399-6367,704 COLLEGE STREET NORTHEAST,WILSON,NC,WILSON,-77.9116051,35.7367512
18402,10836488,YSLETA INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,915-434-0195,9600 SIMS DRIVE,EL PASO,TX,EL PASO,-106.3571408,31.7624994
18403,10027096,BIWABIK TOWNSHIP POLICE DEPARTMENT,218-865-4238,6555 OAK DRIVE,GILBERT,MN,ST LOUIS,-92.3727667,47.4736652
18404,10770436,CROOKSVILLE POLICE DEPARTMENT,740-982-2666,98 SOUTH BUCKEYE STREET,CROOKSVILLE,OH,PERRY,-82.0989397,39.7688846
18405,10172303,PARSIPPANY-TROY HILLS POLICE DEPARTMENT,973-263-4300,3339 UNITED STATES HIGHWAY 46,PARSIPPANY,NJ,MORRIS,-74.4313481,40.8727039
18406,10837075,RICE INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,903-326-4502,1400 SOUTH MCKINNEY STREET,RICE,TX,NAVARRO,-96.491243,32.2301083
18407,10425742,QUEEN ANNES COUNTY SHERIFFS OFFICE - KENT NARROWS STATION,410-758-0770,425 PINEY NARROWS ROAD,CHESTER,MD,QUEEN ANNES,-76.2520983,38.9749794
18408,10425740,QUEEN ANNES COUNTY SHERIFFS OFFICE - SUDLERSVILLE STATION,410-758-0770,200 SOUTH CHURCH STREET,SUDLERSVILLE,MD,QUEEN ANNES,-75.8583794,39.1864621
18409,10480561,STATE OF ILLINOIS NATURAL RESOURCES DEPARTMENT REGION 1 - STERLING,815-625-2968,2317 EAST LINCOLNWAY,STERLING,IL,WHITESIDE,-89.668345,41.7997971
18410,10222916,SAINT BERNARDS PARISH SHERIFFS DEPARTMENT,504-271-2504,9000 WEST SAINT BERNARD HIGHWAY,CHALMETTE,LA,ST BERNARD,-89.9808232,29.9428052
18411,10309587,CLINCH COUNTY SHERIFFS DEPARTMENT,912-487-5316,115 COURT SQUARE,HOMERVILLE,GA,CLINCH,-82.7486254,31.037042
18412,10025553,THERESA VILLAGE POLICE DEPARTMENT,315-628-4425,124 COMMERCIAL STREET,THERESA,NY,JEFFERSON,-75.7966879,44.2162422
18413,10836099,AUSTIN COUNTY CONSTABLE - PRECINCT 3,979-865-3111,417 NORTH CHESLEY STREET,BELLVILLE,TX,AUSTIN,-96.2631475,29.9580655
18414,10836358,COOKE COUNTY CONSTABLE - PRECINCT 1,940-736-4684,300 COUNTY ROAD 451,GAINESVILLE,TX,COOKE,-97.1688646,33.6498335
18415,10025116,GRAYSON COUNTY CONSTABLE - PRECINCT 2,903-893-4388,200 SOUTH CROCKETT STREET,SHERMAN,TX,GRAYSON,-96.6105062,33.6344963
18416,10026350,ANDERSON COUNTY CONSTABLE - PRECINCT 3,903-724-4095,703 NORTH MALLARD STREET,PALESTINE,TX,ANDERSON,-95.6280413,31.7662751
18417,10027754,BAILEY COUNTY CONSTABLE - PRECINCTS 1-3,806-272-4268,405 WEST 2ND STREET,MULESHOE,TX,BAILEY,-102.7272702,34.2237161
18418,10836595,GRAYSON COUNTY CONSTABLE - PRECINCT 4,903-893-4388,200 SOUTH CROCKETT STREET,SHERMAN,TX,GRAYSON,-96.6105059,33.6344961
18419,10221994,HARDIN COUNTY SHERIFF / HARDIN COUNTY JAIL,641-939-8189,1116 14TH AVENUE,ELDORA,IA,HARDIN,-93.0975138,42.360056
18420,10222035,POTTAWATTAMIE COUNTY SHERIFFS DEPARTMENT / POTTAWATTAMIE COUNTY JAIL,712-328-5737,1400 BIG LAKE ROAD,COUNCIL BLUFFS,IA,POTTAWATTAMIE,-95.8652361,41.2843915
18421,10225118,VAN BUREN COUNTY SHERIFFS DEPARTMENT / VAN BUREN COUNTY JAIL,319-293-3426,907 BROAD STREET,KEOSAUQUA,IA,VAN BUREN,-91.9629769,40.7333918
18422,10222232,FREMONT COUNTY SHERIFF / FREMONT COUNTY JAIL,712-374-2424,701 CASS STREET,SIDNEY,IA,FREMONT,-95.6449982,40.7477198
18423,11537509,ADA COUNTY SHERIFF DEPARTMENT - KUNA SUBSTATION,208-922-5743,763 WEST AVALON STREET,KUNA,ID,ADA,-116.4229811,43.4880523
18424,10837686,NEW MEXICO STATE POLICE - SUB-DISTRICT 7,575-756-1817,STATE HIGHWAY 17 AND UNITED STATES HIGHWAY 64,CHAMA,NM,RIO ARRIBA,-106.5838517,36.8839658
18425,10841818,TWIN CITIES POLICE AUTHORITY,415-927-5150,250 DOHERTY DRIVE,LARKSPUR,CA,MARIN,-122.5303261,37.9385442
18426,10223903,BELLSOUTH SECURITY,205-972-3070,3196 UNITED STATES HIGHWAY 280 S,BIRMINGHAM,AL,JEFFERSON,-86.7354033,33.4448537
18427,10423044,SAINT MARYS COUNTY SHERIFFS OFFICE,301-475-4200,23150 LEONARD HALL DRIVE,LEONARDTOWN,MD,ST MARYS,-76.6294399,38.3043878
18428,10290515,SOMERSET COUNTY PROSECUTORS OFFICE ARSON UNIT,908-231-7100,40 NORTH BRIDGE STREET,SOMERVILLE,NJ,SOMERSET,-74.6109334,40.5692777
18429,10025005,TEXAS WOMANS UNIVERSITY DEPARTMENT OF PUBLIC SAFETY DALLAS PARKLAND CAMPUS,214-689-6666,1810 INWOOD ROAD,DALLAS,TX,DALLAS,-96.8463712,32.8124912
18430,10025030,TEXAS WOMANS UNIVERSITY DEPARTMENT OF PUBLIC SAFETY DALLAS PRESBYTERIAN CAMPUS,214-706-2333,8194 WALNUT HILL LANE,DALLAS,TX,DALLAS,-96.7632931,32.8776182
18431,10025029,TEXAS WOMANS UNIVERSITY DEPARTMENT OF PUBLIC SAFETY HOUSTON CAMPUS,713-794-2222,1130 JOHN FREEMAN BOULEVARD,HOUSTON,TX,HARRIS,-95.3974356,29.7108761
18432,10835888,SAN JACINTO COUNTY CONSTABLE - PRECINCT 3,936-767-4686,73 WEST CEDAR AVENUE,COLDSPRING,TX,SAN JACINTO,-95.1296179,30.5911169
18433,10025123,GRIMES COUNTY CONSTABLE - PRECINCT 2,936-873-3279,382 FARM TO MARKET 149 WEST,ANDERSON,TX,GRIMES,-95.9927849,30.4900879
18434,10836635,HARDIN COUNTY CONSTABLE - PRECINCT 3,409-246-5115,300 WEST MONROE STREET,KOUNTZE,TX,HARDIN,-94.3161508,30.3682702
18435,10836062,ANDERSON COUNTY CONSTABLE - PRECINCT 4,903-724-4095,703 NORTH MALLARD STREET,PALESTINE,TX,ANDERSON,-95.6280413,31.7662784
18436,10839179,LAMPASAS COUNTY CONSTABLE - PRECINCT 2,512-556-8255,410 EAST 4TH STREET,LAMPASAS,TX,LAMPASAS,-98.1781438,31.0646271
18437,10836516,FANNIN COUNTY CONSTABLE - PRECINCT 3,903-583-2143,725 COUNTY ROAD 4200,BONHAM,TX,FANNIN,-96.194969,33.5630101
18438,10221990,CHEROKEE COUNTY SHERIFFS OFFICE / CHEROKEE COUNTY JAIL,712-225-6737,111 NORTH 5TH STREET,CHEROKEE,IA,CHEROKEE,-95.5549438,42.7500447
18439,10222095,BUENA VISTA SHERIFFS OFFICE,712-749-2530,411 EXPANSION BOULEVARD,STORM LAKE,IA,BUENA VISTA,-95.1790452,42.6427956
18440,10463163,JOSEPHINE COUNTY COMMUNITY CORRECTIONS,541-474-5165,510 NORTHWEST 4TH STREET,GRANTS PASS,OR,JOSEPHINE,-123.3280759,42.4436527
18441,10832996,CITY OF NEW YORK DEPARTMENT OF CORRECTIONS - COMMISSIONER'S OFFICE,212-266-1212,33 BEAVER STREET,NEW YORK,NY,NEW YORK,-74.0119327,40.7054272
18442,10222189,DES MOINES POLICE ACADEMY,515-323-8350,433 EAST ARMY POST ROAD,DES MOINES,IA,POLK,-93.6078021,41.5255615
18443,10222219,CLAYTON COUNTY SHERIFF / CLAYTON COUNTY JAIL,563-245-2422,22680 230TH STREET,SAINT OLAF,IA,CLAYTON,-91.351541,42.8913703
18444,10422966,FEDERALSBURG POLICE DEPARTMENT,410-754-8966,104 SOUTH MORRIS AVENUE,FEDERALSBURG,MD,CAROLINE,-75.7747152,38.6947538
18445,10306098,CUBA CITY POLICE DEPARTMENT,608-744-3575,108 NORTH MAIN STREET,CUBA CITY,WI,GRANT,-90.4305513,42.6068159
18446,10826126,NEW YORK CITY POLICE DEPARTMENT - LONG ISLAND MEDICAL DIVISION,718-361-6326,11-40 45TH ROAD,LONG ISLAND CITY,NY,QUEENS,-73.9486723,40.7465443
18447,10477622,JOHNSON COUNTY SHERIFFS OFFICE,618-658-8264,113 1/2 NORTH 5TH STREET,VIENNA,IL,JOHNSON,-88.8972976,37.4156728
18448,10424107,SLATER POLICE DEPARTMENT,660-529-2241,117 NORTH WALNUT STREET,SLATER,MO,SALINE,-93.0594348,39.2201389
18449,10840623,WAYNE BROWN CORRECTIONAL FACILITY,530-265-1291,925 MAIDU AVENUE,NEVADA,CA,NEVADA,-121.0280347,39.2686738
18450,10841699,NOVATO POLICE DEPARTMENT,415-897-4361,909 MACHIN AVENUE,NOVATO,CA,MARIN,-122.5694696,38.1065264
18451,10173706,FRAMINGHAM POLICE DEPARTMENT,508-872-1212,1 WILLIAM H WELCH WAY,FRAMINGHAM,MA,MIDDLESEX,-71.4176063,42.2806498
18452,10309677,WILKES COUNTY SHERIFFS OFFICE / WILKES COUNTY JAIL,706-678-2224,225 ANDREW DRIVE,WASHINGTON,GA,WILKES,-82.7228727,33.7219328
18453,10833110,ONEIDA COUNTY SHERIFFS OFFICE,315-765-2200,6065 JUDD ROAD,ORISKANY,NY,ONEIDA,-75.3770037,43.1560937
18454,10836902,LAVACA COUNTY CONSTABLE - PRECINCT 1,361-798-4047,38 FARM TO MARKET 318,HALLETTSVILLE,TX,LAVACA,-96.9549147,29.4309347
18455,10222112,HAMILTON COUNTY SHERIFF / HAMILTON COUNTY JAIL,515-832-9500,2300 SUPERIOR STREET,WEBSTER CITY,IA,HAMILTON,-93.8150737,42.4531706
18456,10837092,OCHILTREE COUNTY CONSTABLE - PRECINCT 1,806-435-6150,21 SOUTHEAST 6TH AVENUE,PERRYTON,TX,OCHILTREE,-100.80217,36.3948731
18457,10836715,HENDERSON COUNTY CONSTABLE - PRECINCT 1,903-677-0667,206 NORTH MURCHISON STREET,ATHENS,TX,HENDERSON,-95.8457514,32.2075959
18458,10836580,GLASSCOCK COUNTY CONSTABLE,432-354-2361,124 SOUTH MYRL STREET,GARDEN CITY,TX,GLASSCOCK,-101.4799412,31.8632651
18459,10836581,GOLIAD COUNTY CONSTABLE - PRECINCT 1,361-645-3451,701 EAST END STREET,GOLIAD,TX,GOLIAD,-97.3846934,28.6652037
18460,10461480,DARE COUNTY SHERIFFS DEPARTMENT - HATTERAS SUBSTATION,252-475-5980,57727 STATE HIGHWAY 12,HATTERAS,NC,DARE,-75.6897822,35.218594
18461,10683365,DEKALB COUNTY POLICE DEPARTMENT - TUCKER PRECINCT,678-937-5301,4451 LAWRENCEVILLE HIGHWAY,TUCKER,GA,DEKALB,-84.2041343,33.8576069
18462,10769628,CITY OF ANN ARBOR POLICE DEPARTMENT,734-994-2848,100 NORTH FIFTH AVENUE,ANN ARBOR,MI,WASHTENAW,-83.7450878,42.2817114
18463,10223825,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL POST - BIRMINGHAM,205-322-4691,908 BANKHEAD HIGHWAY WEST,BIRMINGHAM,AL,JEFFERSON,-86.8512778,33.5315616
18464,10027922,ELLIS COUNTY CONSTABLE - PRECINCT 1,972-878-2512,116 WEST ENNIS AVENUE,ENNIS,TX,ELLIS,-96.6276841,32.3278603
18465,10478425,MCLEAN POLICE DEPARTMENT,309-874-2731,121 SOUTH HAMILTON STREET,MCLEAN,IL,MCLEAN,-89.1714387,40.3147523
18466,10425460,CANBY POLICE DEPARTMENT,503-266-1104,122 NORTH HOLLY STREET,CANBY,OR,CLACKAMAS,-122.6937995,45.2627508
18467,10740801,PALM BEACH COUNTY SHERIFFS OFFICE - WELLINGTON,561-753-8547,12794 WEST FOREST HILL BOULEVARD,WEST PALM BEACH,FL,PALM BEACH,-80.2461116,26.6727024
18468,10834001,SUPREME COURT POLICE DEPARTMENT,860-757-2299,231 CAPITOL AVENUE,HARTFORD,CT,HARTFORD,-72.6830452,41.7622951
18469,10769970,NILES CITY POLICE DEPARTMENT,269-683-3282,1600 SILVERBROOK AVENUE,NILES,MI,BERRIEN,-86.2364304,41.8173465
18470,10230331,ATKINSON COUNTY SHERIFFS OFFICE / ATKINSON COUNTY JAIL,912-422-3611,200 WEST SMITH AVENUE,PEARSON,GA,ATKINSON,-82.8536411,31.2952019
18471,10841891,CALIFORNIA HIGHWAY PATROL - GRASS VALLEY AREA 230,530-273-4415,900 SUTTON WAY,GRASS VALLEY,CA,NEVADA,-121.0344782,39.2356476
18472,10841869,CALIFORNIA HIGHWAY PATROL - CENTRAL LOS ANGELES STATION,213-744-2331,777 WEST WASHINGTON BOULEVARD,LOS ANGELES,CA,LOS ANGELES,-118.2754492,34.0370968
18473,10309494,JACKSON COUNTY SHERIFFS OFFICE / JACKSON COUNTY JAIL,706-367-8718,268 CURTIS H SPENCE DRIVE,JEFFERSON,GA,JACKSON,-83.5565599,34.144824
18474,10835920,GARZA COUNTY CONSTABLE - PRECINCT 2,806-495-3595,412 EAST 15TH STREET,POST,TX,GARZA,-101.3753525,33.1983855
18475,10839103,GARZA COUNTY CONSTABLE - PRECINCT 3,806-495-3595,412 EAST 15TH STREET,POST,TX,GARZA,-101.3753543,33.1983855
18476,10836460,DUVAL COUNTY CONSTABLE - PRECINCT 1,361-279-3322,400 EAST GRAVIS ROAD,SAN DIEGO,TX,DUVAL,-98.2353431,27.7628846
18477,10836582,GOLIAD COUNTY CONSTABLE - PRECINCT 2,361-645-3451,701 EAST END STREET,GOLIAD,TX,GOLIAD,-97.3846934,28.6652062
18478,10836781,HUDSPETH COUNTY CONSTABLE - PRECINCT 3,915-369-2161,525 NORTH WILSON AVENUE,SIERRA BLANCA,TX,HUDSPETH,-105.3577244,31.1807337
18479,10836261,CALLAHAN COUNTY CONSTABLE - PRECINCT 1,325-854-1155,432 MARKET STREET,BAIRD,TX,CALLAHAN,-99.3941986,32.3948355
18480,10836068,ANGELINA COUNTY CONSTABLE - PRECINCT 1,936-634-6984,2311 EAST LUFKIN AVENUE,LUFKIN,TX,ANGELINA,-94.6949093,31.3375921
18481,10026296,GATEWAY COMMUNITY COLLEGE SAFETY,602-286-8911,108 NORTH 40TH STREET,PHOENIX,AZ,MARICOPA,-111.9967403,33.4497925
18482,11538637,ALLEGHENY COUNTY SHERIFF OFFICE,412-350-4700,436 GRANT STREET,PITTSBURGH,PA,ALLEGHENY,-79.996408,40.438784
18483,10841748,SAN ANSELMO POLICE DEPARTMENT,415-258-4610,525 SAN ANSELMO AVENUE,SAN ANSELMO,CA,MARIN,-122.5627993,37.9747598
18484,10223164,HEFLIN POLICE DEPARTMENT,318-377-9799,122 NORTH CHURCH STREET,HEFLIN,LA,WEBSTER,-93.2656056,32.4572967
18485,10423418,HINDMAN POLICE DEPARTMENT,606-785-5544,10 PROFESSOR CLARK CIRCLE,HINDMAN,KY,KNOTT,-82.9813728,37.3360785
18486,10769889,LESLIE POLICE DEPARTMENT,517-589-9700,15 COMMERCIAL STREET,LESLIE,MI,INGHAM,-84.4310154,42.4502298
18487,10026575,GLENDALE COMMUNITY COLLEGE POLICE DEPARTMENT,818-551-5205,1500 NORTH VERDUGO ROAD,GLENDALE,CA,LOS ANGELES,-118.2277374,34.166755
18488,10223835,DEPARTMENT OF PUBLIC SAFETY HIGHWAY PATROL POST - SELMA,334-874-8234,AVENUE C,SELMA,AL,DALLAS,-86.9807028,32.3569267
18489,10769639,BARRY TOWNSHIP POLICE DEPARTMENT,269-623-5512,201 EAST ORCHARD STREET,DELTON,MI,BARRY,-85.4055011,42.5000854
18490,10770093,THOMAS TOWNSHIP POLICE DEPARTMENT,989-781-1300,8215 SHIELDS DRIVE,SAGINAW,MI,SAGINAW,-84.0754506,43.4186328
18491,10841630,INGLEWOOD POLICE DEPARTMENT,310-412-5200,1 WEST MANCHESTER BOULEVARD,INGLEWOOD,CA,LOS ANGELES,-118.3548205,33.9631022
18492,10423346,BOYLE COUNTY SHERIFFS OFFICE,859-238-1123,321 WEST MAIN STREET,DANVILLE,KY,BOYLE,-84.7733445,37.64639
18493,10838926,NORTH CAROLINA STATE HIGHWAY PATROL TROOP B DISTRICT VIII,910-893-5704,1005 EDWARDS DRIVE,LILLINGTON,NC,HARNETT,-78.8039137,35.3923338
18494,10683388,NORTH DAKOTA STATE HIGHWAY PATROL - NORTHWEST REGION - WILLISTON,701-774-4360,205 EAST BROADWAY,WILLISTON,ND,WILLIAMS,-103.61859,48.1470176
18495,10223985,WILLISTON POLICE DEPARTMENT,701-577-1212,205 EAST BROADWAY,WILLISTON,ND,WILLIAMS,-103.618585,48.1470193
18496,10224039,WILLIAMS COUNTY SHERIFFS OFFICE,701-577-7700,205 EAST BROADWAY,WILLISTON,ND,WILLIAMS,-103.6185835,48.1470167
18497,10836897,LAMPASAS COUNTY CONSTABLE - PRECINCT 1,512-556-8255,410 EAST 4TH STREET,LAMPASAS,TX,LAMPASAS,-98.1781438,31.0646254
18498,10222106,BLACK HAWK COUNTY SHERIFFS OFFICE / BLACK HAWK COUNTY JAIL,319-291-2587,225 EAST 6TH STREET,WATERLOO,IA,BLACK HAWK,-92.3339002,42.4976269
18499,10222110,MILLS COUNTY SHERIFF / MILLS COUNTY JAIL,712-527-4871,23 NORTH VINE STREET,GLENWOOD,IA,MILLS,-95.7414687,41.0469604
18500,10222005,EMMET COUNTY SHERIFFS DEPARTMENT,712-362-2639,114 NORTH 6TH STREET,ESTHERVILLE,IA,EMMET,-94.8360928,43.4034779
18501,10222243,HARRISON COUNTY SHERIFFS DEPARTMENT / HARRISON COUNTY JAIL,712-644-2244,111 SOUTH 1ST AVENUE,LOGAN,IA,HARRISON,-95.790106,41.6424141
18502,10026921,ITAWAMBA COMMUNITY COLLEGE CAMPUS POLICE,662-862-8000,602 WEST HILL STREET,FULTON,MS,ITAWAMBA,-88.4133941,34.2763504
18503,10025061,KENDALL COUNTY CONSTABLE - PRECINCT 4,830-995-3386,102 INDEPENDENCE PARKWAY,COMFORT,TX,KENDALL,-98.9063701,29.9721241
